Código,Descrição,Divisão,Carga de Incêndio,Descrição original
D-232-0,Reparação e manutenção de equipamentos de comunicação,D-3,300,
D-232-1,"e manutenção de equipamentos de comunicação, Reparação",D-3,300,Reparação e manutenção de equipamentos de comunicação
D-232-2,"Reparação, e manutenção de equipamentos de comunicação",D-3,300,Reparação e manutenção de equipamentos de comunicação
D-232-3,Reparação e manutenção de equipamentos de comunicação,D-3,300,Reparação e manutenção de equipamentos de comunicação
D-233-0,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,D-3,300,
D-233-1,"e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico, Reparação",D-3,300,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
D-233-2,"Reparação, e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico",D-3,300,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
D-233-3,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,D-3,300,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
D-234-0,"Reparação de calçados, de bolsas e artigos de viagem",D-3,600,
D-234-1,"de calçados, de bolsas e artigos de viagem, Reparação",D-3,600,"Reparação de calçados, de bolsas e artigos de viagem"
D-234-2,"Reparação, de calçados, de bolsas e artigos de viagem",D-3,600,"Reparação de calçados, de bolsas e artigos de viagem"
D-234-3,"Reparação de calçados, de bolsas e artigos de viagem",D-3,600,"Reparação de calçados, de bolsas e artigos de viagem"
D-235-0,Chaveiros,D-3,200,
D-235-1,Chaveiros,D-3,200,Chaveiros
D-235-2,Chaveiros,D-3,200,Chaveiros
D-235-3,Chaveiros,D-3,200,Chaveiros
D-236-0,Reparação de relógios,D-3,300,
D-236-1,"de relógios, Reparação",D-3,300,Reparação de relógios
D-236-2,"Reparação, de relógios",D-3,300,Reparação de relógios
D-236-3,Reparação de relógios,D-3,300,Reparação de relógios
D-237-0,Reparação de artigos do mobiliário,D-3,500,
D-237-1,"de artigos do mobiliário, Reparação",D-3,500,Reparação de artigos do mobiliário
D-237-2,"Reparação, de artigos do mobiliário",D-3,500,Reparação de artigos do mobiliário
D-237-3,Reparação de artigos do mobiliário,D-3,500,Reparação de artigos do mobiliário
D-238-0,Reparação de joias,D-3,300,
D-238-1,"de joias, Reparação",D-3,300,Reparação de joias
D-238-2,"Reparação, de joias",D-3,300,Reparação de joias
D-238-3,Reparação de joias,D-3,300,Reparação de joias
D-239-0,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,D-3,300,
D-239-1,"e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente, Reparação",D-3,300,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
D-239-2,"Reparação, e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente",D-3,300,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
D-239-3,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,D-3,300,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
D-240-0,Lavanderias,D-3,300,
D-240-1,Lavanderias,D-3,300,Lavanderias
D-240-2,Lavanderias,D-3,300,Lavanderias
D-240-3,Lavanderias,D-3,300,Lavanderias
D-241-0,Tinturarias,D-3,300,
D-241-1,Tinturarias,D-3,300,Tinturarias
D-241-2,Tinturarias,D-3,300,Tinturarias
D-241-3,Tinturarias,D-3,300,Tinturarias
D-242-0,Toalheiros,D-3,300,
D-242-1,Toalheiros,D-3,300,Toalheiros
D-242-2,Toalheiros,D-3,300,Toalheiros
D-242-3,Toalheiros,D-3,300,Toalheiros
D-243-0,Administração de infraestrutura portuária,D-3,700,
D-243-1,"de infraestrutura portuária, Administração",D-3,700,Administração de infraestrutura portuária
D-243-2,"Administração, de infraestrutura portuária",D-3,700,Administração de infraestrutura portuária
D-243-3,Administração de infraestrutura portuária,D-3,700,Administração de infraestrutura portuária
D-244-0,Atividades do operador portuário,D-3,700,
D-244-1,"do operador portuário, Atividades",D-3,700,Atividades do operador portuário
D-244-2,"Atividades, do operador portuário",D-3,700,Atividades do operador portuário
D-244-3,Atividades do operador portuário,D-3,700,Atividades do operador portuário
D-245-0,Gestão de terminais aquaviários,D-3,700,
D-245-1,"de terminais aquaviários, Gestão",D-3,700,Gestão de terminais aquaviários
D-245-2,"Gestão, de terminais aquaviários",D-3,700,Gestão de terminais aquaviários
D-245-3,Gestão de terminais aquaviários,D-3,700,Gestão de terminais aquaviários
D-246-0,Testes e análises técnicas,D-4,300,
D-246-1,"e análises técnicas, Testes",D-4,300,Testes e análises técnicas
D-246-2,"Testes, e análises técnicas",D-4,300,Testes e análises técnicas
D-246-3,Testes e análises técnicas,D-4,300,Testes e análises técnicas
D-247-0,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,D-4,300,
D-247-1,"e desenvolvimento experimental em ciências físicas e naturais, Pesquisa",D-4,300,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
D-247-2,"Pesquisa, e desenvolvimento experimental em ciências físicas e naturais",D-4,300,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
D-247-3,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,D-4,300,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
D-248-0,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,D-4,300,
D-248-1,"e desenvolvimento experimental em ciências sociais e humanas, Pesquisa",D-4,300,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
D-248-2,"Pesquisa, e desenvolvimento experimental em ciências sociais e humanas",D-4,300,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
D-248-3,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,D-4,300,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
D-249-0,Laboratórios fotográficos,D-4,300,
D-249-1,"fotográficos, Laboratórios",D-4,300,Laboratórios fotográficos
D-249-2,"Laboratórios, fotográficos",D-4,300,Laboratórios fotográficos
D-249-3,Laboratórios fotográficos,D-4,300,Laboratórios fotográficos
D-250-0,Laboratórios de anatomia patológica e citológica,D-4,300,
D-250-1,"de anatomia patológica e citológica, Laboratórios",D-4,300,Laboratórios de anatomia patológica e citológica
D-250-2,"Laboratórios, de anatomia patológica e citológica",D-4,300,Laboratórios de anatomia patológica e citológica
D-250-3,Laboratórios de anatomia patológica e citológica,D-4,300,Laboratórios de anatomia patológica e citológica
D-251-0,Laboratórios clínicos,D-4,300,
D-251-1,"clínicos, Laboratórios",D-4,300,Laboratórios clínicos
D-251-2,"Laboratórios, clínicos",D-4,300,Laboratórios clínicos
D-251-3,Laboratórios clínicos,D-4,300,Laboratórios clínicos
D-252-0,Serviços de diálise e nefrologia,D-4,300,
D-252-1,"de diálise e nefrologia, Serviços",D-4,300,Serviços de diálise e nefrologia
D-252-2,"Serviços, de diálise e nefrologia",D-4,300,Serviços de diálise e nefrologia
D-252-3,Serviços de diálise e nefrologia,D-4,300,Serviços de diálise e nefrologia
D-253-0,Serviços de tomografia,D-4,300,
D-253-1,"de tomografia, Serviços",D-4,300,Serviços de tomografia
D-253-2,"Serviços, de tomografia",D-4,300,Serviços de tomografia
D-253-3,Serviços de tomografia,D-4,300,Serviços de tomografia
D-254-0,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",D-4,300,
D-254-1,"de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia, Serviços",D-4,300,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
D-254-2,"Serviços, de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",D-4,300,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
D-254-3,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",D-4,300,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
D-255-0,Serviços de ressonância magnética,D-4,300,
D-255-1,"de ressonância magnética, Serviços",D-4,300,Serviços de ressonância magnética
D-255-2,"Serviços, de ressonância magnética",D-4,300,Serviços de ressonância magnética
D-255-3,Serviços de ressonância magnética,D-4,300,Serviços de ressonância magnética
D-256-0,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",D-4,300,
D-256-1,"de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética, Serviços",D-4,300,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
D-256-2,"Serviços, de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",D-4,300,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
D-256-3,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",D-4,300,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
D-257-0,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",D-4,300,
D-257-1,"de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos, Serviços",D-4,300,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
D-257-2,"Serviços, de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",D-4,300,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
D-257-3,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",D-4,300,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
D-258-0,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,D-4,300,
D-258-1,"de diagnóstico por métodos ópticos - endoscopia e outros exames análogos, Serviços",D-4,300,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
D-258-2,"Serviços, de diagnóstico por métodos ópticos - endoscopia e outros exames análogos",D-4,300,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
D-258-3,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,D-4,300,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
D-259-0,Serviços de quimioterapia,D-4,300,
D-259-1,"de quimioterapia, Serviços",D-4,300,Serviços de quimioterapia
D-259-2,"Serviços, de quimioterapia",D-4,300,Serviços de quimioterapia
D-259-3,Serviços de quimioterapia,D-4,300,Serviços de quimioterapia
D-260-0,Serviços de radioterapia,D-4,300,
D-260-1,"de radioterapia, Serviços",D-4,300,Serviços de radioterapia
D-260-2,"Serviços, de radioterapia",D-4,300,Serviços de radioterapia
D-260-3,Serviços de radioterapia,D-4,300,Serviços de radioterapia
D-261-0,Serviços de hemoterapia,D-4,300,
D-261-1,"de hemoterapia, Serviços",D-4,300,Serviços de hemoterapia
D-261-2,"Serviços, de hemoterapia",D-4,300,Serviços de hemoterapia
D-261-3,Serviços de hemoterapia,D-4,300,Serviços de hemoterapia
D-262-0,Serviços de litotripsia,D-4,300,
D-262-1,"de litotripsia, Serviços",D-4,300,Serviços de litotripsia
D-262-2,"Serviços, de litotripsia",D-4,300,Serviços de litotripsia
D-262-3,Serviços de litotripsia,D-4,300,Serviços de litotripsia
E-01-0,Ensino fundamental,E-1,300,
E-01-1,"fundamental, Ensino",E-1,300,Ensino fundamental
E-01-2,"Ensino, fundamental",E-1,300,Ensino fundamental
E-01-3,Ensino fundamental,E-1,300,Ensino fundamental
E-02-0,Ensino médio,E-1,300,
E-02-1,"médio, Ensino",E-1,300,Ensino médio
E-02-2,"Ensino, médio",E-1,300,Ensino médio
E-02-3,Ensino médio,E-1,300,Ensino médio
E-03-0,Educação superior - graduação,E-1,300,
E-03-1,"superior - graduação, Educação",E-1,300,Educação superior - graduação
E-03-2,"Educação, superior - graduação",E-1,300,Educação superior - graduação
E-03-3,Educação superior - graduação,E-1,300,Educação superior - graduação
E-04-0,Educação superior - graduação e pós-graduação,E-1,300,
E-04-1,"superior - graduação e pós-graduação, Educação",E-1,300,Educação superior - graduação e pós-graduação
E-04-2,"Educação, superior - graduação e pós-graduação",E-1,300,Educação superior - graduação e pós-graduação
E-04-3,Educação superior - graduação e pós-graduação,E-1,300,Educação superior - graduação e pós-graduação
E-05-0,Educação superior - pós-graduação e extensão,E-1,300,
E-05-1,"superior - pós-graduação e extensão, Educação",E-1,300,Educação superior - pós-graduação e extensão
E-05-2,"Educação, superior - pós-graduação e extensão",E-1,300,Educação superior - pós-graduação e extensão
E-05-3,Educação superior - pós-graduação e extensão,E-1,300,Educação superior - pós-graduação e extensão
E-06-0,Administração de caixas escolares,E-1,300,
E-06-1,"de caixas escolares, Administração",E-1,300,Administração de caixas escolares
E-06-2,"Administração, de caixas escolares",E-1,300,Administração de caixas escolares
E-06-3,Administração de caixas escolares,E-1,300,Administração de caixas escolares
E-07-0,"Atividades de apoio à educação, exceto caixas escolares",E-1,300,
E-07-1,"de apoio à educação, exceto caixas escolares, Atividades",E-1,300,"Atividades de apoio à educação, exceto caixas escolares"
E-07-2,"Atividades, de apoio à educação, exceto caixas escolares",E-1,300,"Atividades de apoio à educação, exceto caixas escolares"
E-07-3,"Atividades de apoio à educação, exceto caixas escolares",E-1,300,"Atividades de apoio à educação, exceto caixas escolares"
E-08-0,Cursos preparatórios para concursos,E-1,300,
E-08-1,"preparatórios para concursos, Cursos",E-1,300,Cursos preparatórios para concursos
E-08-2,"Cursos, preparatórios para concursos",E-1,300,Cursos preparatórios para concursos
E-08-3,Cursos preparatórios para concursos,E-1,300,Cursos preparatórios para concursos
E-09-0,"Ensino de artes cênicas, exceto dança",E-2,300,
E-09-1,"de artes cênicas, exceto dança, Ensino",E-2,300,"Ensino de artes cênicas, exceto dança"
E-09-2,"Ensino, de artes cênicas, exceto dança",E-2,300,"Ensino de artes cênicas, exceto dança"
E-09-3,"Ensino de artes cênicas, exceto dança",E-2,300,"Ensino de artes cênicas, exceto dança"
E-10-0,Ensino de música,E-2,300,
E-10-1,"de música, Ensino",E-2,300,Ensino de música
E-10-2,"Ensino, de música",E-2,300,Ensino de música
E-10-3,Ensino de música,E-2,300,Ensino de música
E-11-0,Ensino de arte e cultura não especificado anteriormente,E-2,300,
E-11-1,"de arte e cultura não especificado anteriormente, Ensino",E-2,300,Ensino de arte e cultura não especificado anteriormente
E-11-2,"Ensino, de arte e cultura não especificado anteriormente",E-2,300,Ensino de arte e cultura não especificado anteriormente
E-11-3,Ensino de arte e cultura não especificado anteriormente,E-2,300,Ensino de arte e cultura não especificado anteriormente
E-12-0,Ensino de idiomas,E-2,300,
E-12-1,"de idiomas, Ensino",E-2,300,Ensino de idiomas
E-12-2,"Ensino, de idiomas",E-2,300,Ensino de idiomas
E-12-3,Ensino de idiomas,E-2,300,Ensino de idiomas
E-13-0,Formação de condutores,E-2,300,
E-13-1,"de condutores, Formação",E-2,300,Formação de condutores
E-13-2,"Formação, de condutores",E-2,300,Formação de condutores
E-13-3,Formação de condutores,E-2,300,Formação de condutores
E-14-0,Cursos de pilotagem,E-2,300,
E-14-1,"de pilotagem, Cursos",E-2,300,Cursos de pilotagem
E-14-2,"Cursos, de pilotagem",E-2,300,Cursos de pilotagem
E-14-3,Cursos de pilotagem,E-2,300,Cursos de pilotagem
E-15-0,Treinamento em informática,E-2,300,
E-15-1,"em informática, Treinamento",E-2,300,Treinamento em informática
E-15-2,"Treinamento, em informática",E-2,300,Treinamento em informática
E-15-3,Treinamento em informática,E-2,300,Treinamento em informática
E-16-0,Atividades de sauna e banhos,E-3,300,
E-16-1,"de sauna e banhos, Atividades",E-3,300,Atividades de sauna e banhos
E-16-2,"Atividades, de sauna e banhos",E-3,300,Atividades de sauna e banhos
E-16-3,Atividades de sauna e banhos,E-3,300,Atividades de sauna e banhos
E-17-0,Ensino de esportes,E-3,300,
E-17-1,"de esportes, Ensino",E-3,300,Ensino de esportes
E-17-2,"Ensino, de esportes",E-3,300,Ensino de esportes
E-17-3,Ensino de esportes,E-3,300,Ensino de esportes
E-18-0,Ensino de dança,E-3,300,
E-18-1,"de dança, Ensino",E-3,300,Ensino de dança
E-18-2,"Ensino, de dança",E-3,300,Ensino de dança
E-18-3,Ensino de dança,E-3,300,Ensino de dança
E-19-0,Atividades de condicionamento físico,E-3,300,
E-19-1,"de condicionamento físico, Atividades",E-3,300,Atividades de condicionamento físico
E-19-2,"Atividades, de condicionamento físico",E-3,300,Atividades de condicionamento físico
E-19-3,Atividades de condicionamento físico,E-3,300,Atividades de condicionamento físico
E-20-0,Educação profissional de nível técnico,E-4,300,
E-20-1,"profissional de nível técnico, Educação",E-4,300,Educação profissional de nível técnico
E-20-2,"Educação, profissional de nível técnico",E-4,300,Educação profissional de nível técnico
E-20-3,Educação profissional de nível técnico,E-4,300,Educação profissional de nível técnico
E-21-0,Educação profissional de nível tecnológico,E-4,300,
E-21-1,"profissional de nível tecnológico, Educação",E-4,300,Educação profissional de nível tecnológico
E-21-2,"Educação, profissional de nível tecnológico",E-4,300,Educação profissional de nível tecnológico
E-21-3,Educação profissional de nível tecnológico,E-4,300,Educação profissional de nível tecnológico
E-22-0,Treinamento em desenvolvimento profissional e gerencial,E-4,300,
E-22-1,"em desenvolvimento profissional e gerencial, Treinamento",E-4,300,Treinamento em desenvolvimento profissional e gerencial
E-22-2,"Treinamento, em desenvolvimento profissional e gerencial",E-4,300,Treinamento em desenvolvimento profissional e gerencial
E-22-3,Treinamento em desenvolvimento profissional e gerencial,E-4,300,Treinamento em desenvolvimento profissional e gerencial
E-23-0,Educação infantil - creche,E-5,300,
E-23-1,"infantil - creche, Educação",E-5,300,Educação infantil - creche
E-23-2,"Educação, infantil - creche",E-5,300,Educação infantil - creche
E-23-3,Educação infantil - creche,E-5,300,Educação infantil - creche
E-24-0,Educação infantil - Pré-escola,E-5,300,
E-24-1,"infantil - Pré-escola, Educação",E-5,300,Educação infantil - Pré-escola
E-24-2,"Educação, infantil - Pré-escola",E-5,300,Educação infantil - Pré-escola
E-24-3,Educação infantil - Pré-escola,E-5,300,Educação infantil - Pré-escola
E-25-0,Outras atividades de ensino não especificadas anteriormente,E-6,300,
E-25-1,"atividades de ensino não especificadas anteriormente, Outras",E-6,300,Outras atividades de ensino não especificadas anteriormente
E-25-2,"Outras, atividades de ensino não especificadas anteriormente",E-6,300,Outras atividades de ensino não especificadas anteriormente
E-25-3,Outras atividades de ensino não especificadas anteriormente,E-6,300,Outras atividades de ensino não especificadas anteriormente
F-01-0,Atividades de bibliotecas e arquivos,F-1,2000,
F-01-1,"de bibliotecas e arquivos, Atividades",F-1,2000,Atividades de bibliotecas e arquivos
F-01-2,"Atividades, de bibliotecas e arquivos",F-1,2000,Atividades de bibliotecas e arquivos
F-01-3,Atividades de bibliotecas e arquivos,F-1,2000,Atividades de bibliotecas e arquivos
F-02-0,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,F-1,300,
F-02-1,"de museus e de exploração de lugares e prédios históricos e atrações similares, Atividades",F-1,300,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares
F-02-2,"Atividades, de museus e de exploração de lugares e prédios históricos e atrações similares",F-1,300,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares
F-02-3,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,F-1,300,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares
F-03-0,Atividades de organizações religiosas ou filosóficas,F-2,200,
F-03-1,"de organizações religiosas ou filosóficas, Atividades",F-2,200,Atividades de organizações religiosas ou filosóficas
F-03-2,"Atividades, de organizações religiosas ou filosóficas",F-2,200,Atividades de organizações religiosas ou filosóficas
F-03-3,Atividades de organizações religiosas ou filosóficas,F-2,200,Atividades de organizações religiosas ou filosóficas
F-04-0,Gestão de instalações de esportes,F-3,150,
F-04-1,"de instalações de esportes, Gestão",F-3,150,Gestão de instalações de esportes
F-04-2,"Gestão, de instalações de esportes",F-3,150,Gestão de instalações de esportes
F-04-3,Gestão de instalações de esportes,F-3,150,Gestão de instalações de esportes
F-05-0,Produção e promoção de eventos esportivos,F-3,150,
F-05-1,"e promoção de eventos esportivos, Produção",F-3,150,Produção e promoção de eventos esportivos
F-05-2,"Produção, e promoção de eventos esportivos",F-3,150,Produção e promoção de eventos esportivos
F-05-3,Produção e promoção de eventos esportivos,F-3,150,Produção e promoção de eventos esportivos
F-06-0,Outras atividades esportivas não especificadas anteriormente,F-3,150,
F-06-1,"atividades esportivas não especificadas anteriormente, Outras",F-3,150,Outras atividades esportivas não especificadas anteriormente
F-06-2,"Outras, atividades esportivas não especificadas anteriormente",F-3,150,Outras atividades esportivas não especificadas anteriormente
F-06-3,Outras atividades esportivas não especificadas anteriormente,F-3,150,Outras atividades esportivas não especificadas anteriormente
F-07-0,Terminais rodoviários e ferroviários,F-4,200,
F-07-1,"rodoviários e ferroviários, Terminais",F-4,200,Terminais rodoviários e ferroviários
F-07-2,"Terminais, rodoviários e ferroviários",F-4,200,Terminais rodoviários e ferroviários
F-07-3,Terminais rodoviários e ferroviários,F-4,200,Terminais rodoviários e ferroviários
F-08-0,Atividades de exibição cinematográfica,F-5,600,
F-08-1,"de exibição cinematográfica, Atividades",F-5,600,Atividades de exibição cinematográfica
F-08-2,"Atividades, de exibição cinematográfica",F-5,600,Atividades de exibição cinematográfica
F-08-3,Atividades de exibição cinematográfica,F-5,600,Atividades de exibição cinematográfica
F-09-0,Produção teatral,F-5,600,
F-09-1,"teatral, Produção",F-5,600,Produção teatral
F-09-2,"Produção, teatral",F-5,600,Produção teatral
F-09-3,Produção teatral,F-5,600,Produção teatral
F-10-0,Produção musical,F-5,600,
F-10-1,"musical, Produção",F-5,600,Produção musical
F-10-2,"Produção, musical",F-5,600,Produção musical
F-10-3,Produção musical,F-5,600,Produção musical
F-11-0,Produção de espetáculos de dança,F-5,600,
F-11-1,"de espetáculos de dança, Produção",F-5,600,Produção de espetáculos de dança
F-11-2,"Produção, de espetáculos de dança",F-5,600,Produção de espetáculos de dança
F-11-3,Produção de espetáculos de dança,F-5,600,Produção de espetáculos de dança
F-12-0,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",F-5,600,
F-12-1,"cênicas, espetáculos e atividades complementares não especificadas anteriormente, Artes",F-5,600,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente"
F-12-2,"Artes, cênicas, espetáculos e atividades complementares não especificadas anteriormente",F-5,600,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente"
F-12-3,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",F-5,600,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente"
F-13-0,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",F-5,600,
F-13-1,"de espaços para artes cênicas, espetáculos e outras atividades artísticas, Gestão",F-5,600,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas"
F-13-2,"Gestão, de espaços para artes cênicas, espetáculos e outras atividades artísticas",F-5,600,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas"
F-13-3,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",F-5,600,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas"
F-14-0,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",F-6,600,
F-14-1,"e outros estabelecimentos especializados em servir bebidas, com entretenimento, Bares",F-6,600,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento"
F-14-2,"Bares, e outros estabelecimentos especializados em servir bebidas, com entretenimento",F-6,600,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento"
F-14-3,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",F-6,600,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento"
F-15-0,"Discotecas, danceterias, salões de dança e similares",F-11,600,
F-15-1,"danceterias, salões de dança e similares, Discotecas,",F-11,600,"Discotecas, danceterias, salões de dança e similares"
F-15-2,"Discotecas,, danceterias, salões de dança e similares",F-11,600,"Discotecas, danceterias, salões de dança e similares"
F-15-3,"Discotecas, danceterias, salões de dança e similares",F-11,600,"Discotecas, danceterias, salões de dança e similares"
F-16-0,"Produção de espetáculos circenses, de marionetes e similares",F-7,500,
F-16-1,"de espetáculos circenses, de marionetes e similares, Produção",F-7,500,"Produção de espetáculos circenses, de marionetes e similares"
F-16-2,"Produção, de espetáculos circenses, de marionetes e similares",F-7,500,"Produção de espetáculos circenses, de marionetes e similares"
F-16-3,"Produção de espetáculos circenses, de marionetes e similares",F-7,500,"Produção de espetáculos circenses, de marionetes e similares"
F-17-0,"Produção de espetáculos de rodeios, vaquejadas e similares",F-7,500,
F-17-1,"de espetáculos de rodeios, vaquejadas e similares, Produção",F-7,500,"Produção de espetáculos de rodeios, vaquejadas e similares"
F-17-2,"Produção, de espetáculos de rodeios, vaquejadas e similares",F-7,500,"Produção de espetáculos de rodeios, vaquejadas e similares"
F-17-3,"Produção de espetáculos de rodeios, vaquejadas e similares",F-7,500,"Produção de espetáculos de rodeios, vaquejadas e similares"
F-18-0,Eventos Temporários,F-7,500,
F-18-1,"Temporários, Eventos",F-7,500,Eventos Temporários
F-18-2,"Eventos, Temporários",F-7,500,Eventos Temporários
F-18-3,Eventos Temporários,F-7,500,Eventos Temporários
F-19-0,Padaria e confeitaria com predominância de revenda,F-8,300,
F-19-1,"e confeitaria com predominância de revenda, Padaria",F-8,300,Padaria e confeitaria com predominância de revenda
F-19-2,"Padaria, e confeitaria com predominância de revenda",F-8,300,Padaria e confeitaria com predominância de revenda
F-19-3,Padaria e confeitaria com predominância de revenda,F-8,300,Padaria e confeitaria com predominância de revenda
F-20-0,Restaurantes e similares,F-8,300,
F-20-1,"e similares, Restaurantes",F-8,300,Restaurantes e similares
F-20-2,"Restaurantes, e similares",F-8,300,Restaurantes e similares
F-20-3,Restaurantes e similares,F-8,300,Restaurantes e similares
F-21-0,"Lanchonetes, casas de chá, de sucos e similares",F-8,300,
F-21-1,"casas de chá, de sucos e similares, Lanchonetes,",F-8,300,"Lanchonetes, casas de chá, de sucos e similares"
F-21-2,"Lanchonetes,, casas de chá, de sucos e similares",F-8,300,"Lanchonetes, casas de chá, de sucos e similares"
F-21-3,"Lanchonetes, casas de chá, de sucos e similares",F-8,300,"Lanchonetes, casas de chá, de sucos e similares"
F-22-0,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",F-8,300,
F-22-1,"e outros estabelecimentos especializados em servir bebidas, sem entretenimento, Bares",F-8,300,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
F-22-2,"Bares, e outros estabelecimentos especializados em servir bebidas, sem entretenimento",F-8,300,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
F-22-3,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",F-8,300,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
F-23-0,Serviços ambulantes de alimentação,F-8,300,
F-23-1,"ambulantes de alimentação, Serviços",F-8,300,Serviços ambulantes de alimentação
F-23-2,"Serviços, ambulantes de alimentação",F-8,300,Serviços ambulantes de alimentação
F-23-3,Serviços ambulantes de alimentação,F-8,300,Serviços ambulantes de alimentação
F-24-0,Fornecimento de alimentos preparados preponderantemente para empresas,F-8,300,
F-24-1,"de alimentos preparados preponderantemente para empresas, Fornecimento",F-8,300,Fornecimento de alimentos preparados preponderantemente para empresas
F-24-2,"Fornecimento, de alimentos preparados preponderantemente para empresas",F-8,300,Fornecimento de alimentos preparados preponderantemente para empresas
F-24-3,Fornecimento de alimentos preparados preponderantemente para empresas,F-8,300,Fornecimento de alimentos preparados preponderantemente para empresas
F-25-0,Serviços de alimentação para eventos e recepções - bufê,F-8,300,
F-25-1,"de alimentação para eventos e recepções - bufê, Serviços",F-8,300,Serviços de alimentação para eventos e recepções - bufê
F-25-2,"Serviços, de alimentação para eventos e recepções - bufê",F-8,300,Serviços de alimentação para eventos e recepções - bufê
